20,53,53,53,53,53,50,53,53,53,53,22,53,51,53,53,52,53,53,53,53,31,53,35,50,53,53,53,53,0,53,51,53,53,52,53,53,53,53,31,53,50,53,53,53,53,13,51,53,53,52,53,53,53,53,4,31,50,37,53,53,53,3,53,51,35,53,52,53,53,53,53,31,53,50,53,53,53,53,19,51,53,35,52,53,53,53,53,31,53,53,53,50,53,53,53,53,6,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,51,53,53,52,53,53,53,51,31,53,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,9,53,51,53,53,52,53,53,53,53,31,53,50,53,53,53,53,2,16,51,53,53,53,52,53,53,52,53,31,50,53,53,53,53,8,51,53,53,52,53,53,53,53,31,50,53,53,53,53,27,4,51,53,53,52,53,53,53
24,53,53,53,53,50,53,53,53,53,20,53,51,53,53,52,53,53,53,53,31,53,50,53,53,53,53,0,51,53,53,53,52,53,53,53,53,31,53,50,53,53,53,53,6,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,51,53,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,13,53,53,51,53,25,53,53,52,53,53,53,53,31,53,50,53,53,53,53,15,51,53,53,52,53,53,53,53,31,50,53,53,53,53,23,51,53,53,52,53,53,53,53,31,53,50,53,53,53,28,5,51,53,53,52,53,53,53,53,31,36,50,53,53,53,53,2,51,53,53,52,53,53,53,53,31,53,50,53,53,48,53,33,18,53,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,53,53,53,53,52,53,53,53,53,31,53,50,53,53,53,29,8,9,51
20,12,53,53,53,50,53,53,53,53,13,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,40,51,53,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,3,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,15,51,53,53,53,53,52,53,53,53,53,30,40,50,53,53,53,53,17,53,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,6,51,53,53,52,53,53,53,53,31,50,53,23,53,53,4,51,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,2,53,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,18,53,51,53,53,53,52,53,53
24,53,53,53,53,50,53,53,53,53,20,53,53,53,51,53,53,52,53,53,53,53,31,50,26,53,53,53,18,53,53,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,53,52,53,53,53,53,31,53,50,53,53,53,53,6,51,53,53,52,53,53,53,48,50,53,53,53,53,13,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,51,53,53,52,53,53,53,53,31,50,53,53,53,53,15,51,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,2,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,8,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53
13,53,53,53,53,50,53,53,53,53,0,51,53,53,52,53,53,53,53,31,50,53,53,53,53,20,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,6,53,51,53,53,53,13,52,53,53,53,53,31,53,50,53,53,53,53,10,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,53,51,53,53,53,53,52,53,8,53,53,31,50,53,53,53,53,2,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,51,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,52,53,53,53,53,31,50,3,53,53,53,15,51,53,53,52,53,53,53,53,31,44,50,53,53,53,53,3,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53
6,53,53,53,53,50,53,53,53,53,20,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,8,51,53,53,53,52,4,53,53,53,31,50,53,53,53,53,5,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,13,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,2,51,53,53,52,53,53,53,53,31,50,53,53,53,53,15,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,51,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,51,53,53,52,53,53,53,53,31,50,53,53,53,53,9
15,53,53,53,53,50,53,53,53,53,24,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,6,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,10,51,53,53,52,53,53,53,53,31,50,53,53,53,53,20,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,51,53,53,52,53,53,53,53,31,50,53,53,53,53,2,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,13,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,8,53,51,53,53,52,53,53,53,53,31,50,14,53
20,53,53,53,53,50,53,53,53,53,10,53,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,51,53,53,52,53,53,53,53,31,50,53,53,53,53,15,51,53,53,52,53,53,53,53,31,50,53,53,53,53,8,51,53,53,52,53,53,53,53,31,50,53,53,53,53,6,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,14,51,53,53,52,53,53,53,53,31,50,53,53,53,53,9,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,23,51,53,53,52,53,53,53,53,31,50,53,53,53,53,2,51
6,53,53,53,53,50,53,53,53,53,20,53,53,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,8,53,53,53,53,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,15,53,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,53,53,53,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,52,53,53,53,53,31,50,53,53,53,53,2,51,53,53,52,53,53,53,53,31,50,53,53,53,53,9,53,53,51,53,53,52,53,53,53,53,31,50,53
20,53,53,53,53,50,53,53,53,53,6,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,0,51,53,53,52,53,53,53,53,31,50,53,53,53,53,24,51,53,53,52,53,53,53,53,31,50,53,53,53,53,9,51,53,53,52,53,53,53,53,31,50,53,53,53,53,2,53,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,52,53,53,53,53,31,50,53,53,53,53,17,51,53,53,52,53,53,53,53,31,50,53,53,53,53,15,51,53,53,52,53,53,53,53,31,50,53,53,53,53,18,51,53,53,52,53,53,53,53,31,50,53,53,53,53,3,51,53,53,52,53,53,53,53,31,50,53,53,53,53,10,53,52,51,53,53,52,53,53,53,53,31,50,53,53,53,53,8,51,53,53,52,53,53,53,53,31,50,53,53,53,53,51,11,53,52,53
