21,53,53,53,53,53,53,53,50,53,53,53,53,5,51,53,53,53,8,53,52,53,53,53,53,31,50,53,53,53,53,53,7,51,53,53,53,53,53,53,52,53,53,53,53,47,50,53,53,53,53,2,51,53,53,52,53,53,53,53,43,50,53,53,53,53,17,51,53,53,53,52,53,53,53,53,26,50,53,53,53,53,3,53,51,53,53,53,52,53,53,53,53,44,53,50,53,53,53,53,12,51,53,53,53,52,53,53,53,53,42,53,50,53,53,53,53,15,53,51,53,53,53,53,53,53,52,53,53,53,53,46,53,28,53,53,53,53,53,50,53,53,53,53,13,51,53,53,52,39,53,53,53,28,53,53,53,31,50,53,53,53,53,16,53,53,53,48,51,53,4,52,53,53,53,53,25,53,53,53,53,53,50,53,53,53,53,20,53,51,53,53,53,52,53,53,53,53,32,50,53
21,53,53,53,53,53,50,53,53,53,53,5,51,53,53,53,53,53,53,52,53,53,53,53,31,50,38,53,53,53,12,51,53,53,53,53,53,52,53,53,53,53,26,50,53,53,53,53,7,51,53,53,53,53,52,53,53,53,53,47,50,53,53,53,53,10,51,53,53,52,53,53,53,53,44,50,53,53,53,53,3,51,53,53,52,53,53,53,53,26,43,53,34,53,50,53,40,53,53,2,53,51,53,53,52,53,53,53,53,34,53,50,53,53,53,53,17,51,53,53,53,53,53,52,53,53,53,53,48,53,53,53,48,50,53,53,53,53,15,53,53,51,53,53,53,52,53,53,53,53,42,50,53,53,53,53,16,51,53,53,53,52,53,53,53,53,33,53,50,53,53,53,53,13,51,53,53,53,53,52,53,53,53,9,46,50,53,53,53,7,19,51,53,53,53,53,52,53,53,53,53
21,53,53,53,53,50,53,53,53,53,5,51,53,53,52,53,53,53,53,31,53,53,50,53,53,53,3,51,53,53,53,52,53,53,53,53,30,53,50,53,53,53,53,7,51,53,53,53,53,53,52,53,53,53,53,46,50,53,53,53,53,2,53,53,53,51,53,53,52,53,53,53,53,47,50,53,15,53,53,15,48,51,53,53,52,53,53,53,53,26,53,53,53,53,53,53,50,53,53,53,53,12,53,51,53,53,53,53,53,52,53,53,53,53,44,53,43,53,53,53,50,53,53,53,53,16,51,53,53,53,52,53,53,53,53,43,53,50,53,53,53,53,19,53,53,51,53,53,52,53,53,53,53,34,53,50,53,53,53,53,10,51,53,53,53,53,53,53,53,53,53,52,53,53,53,53,32,53,50,53,53,53,53,17,53,51,53,53,52,53,53,53,53,28,53,53,50,53,53,53,53
21,53,53,53,53,53,50,53,53,53,53,7,53,53,53,53,53,53,53,53,53,51,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,5,51,53,53,52,53,53,53,53,47,50,53,53,53,53,2,51,53,53,53,52,53,53,53,53,26,50,53,53,53,53,12,53,53,51,53,53,52,53,53,53,53,43,50,53,53,53,53,13,51,53,53,52,53,53,53,53,44,53,50,53,53,53,53,17,53,53,51,53,53,53,53,53,53,53,52,53,53,53,53,33,53,53,50,53,53,53,53,3,53,53,51,53,53,52,53,53,53,53,37,50,53,53,53,53,15,53,51,53,53,52,53,53,53,53,28,53,50,53,53,53,53,16,53,53,53,51,53,53,52,53,53,53,53,46,50,53,53,53,53,10,53,51,53,53,52,53,53,53,53,45,53,53,53,53,50,53,53,53,53,11,51,31,53
21,53,53,53,53,50,53,53,53,53,7,53,24,51,53,53,52,53,53,53,53,31,53,53,50,53,53,53,53,2,53,51,53,53,52,53,53,53,53,45,50,53,53,53,53,15,53,51,53,53,52,53,53,53,53,47,50,53,53,53,53,5,51,53,53,53,52,53,53,53,53,33,53,50,53,53,53,53,3,51,53,53,52,53,53,53,53,26,50,53,53,53,53,17,51,53,53,52,53,53,53,53,43,50,53,53,53,53,12,51,53,53,53,52,53,53,53,53,44,53,53,53,50,53,53,53,53,13,51,53,53,53,52,53,53,53,53,34,53,53,53,50,53,53,53,53,16,53,51,53,53,53,53,53,53,52,53,53,53,53,32,50,53,53,53,53,19,53,53,53,53,53,53,51,53,53,53,52,53,53,53,53,42,53,53,53,53,50,53,53,53,53,10,51,53,53,52,53,53,53,53
21,53,53,53,53,50,53,53,53,53,7,53,51,53,53,52,53,53,53,53,31,50,53,53,53,53,10,51,53,53,53,52,53,53,53,53,47,50,53,53,53,53,5,51,53,53,52,53,53,53,53,26,53,53,50,53,53,53,53,17,51,53,53,52,53,53,53,53,45,50,53,53,53,53,12,51,53,53,53,53,53,52,53,53,53,53,43,50,53,53,53,53,2,53,51,53,53,53,52,53,53,53,53,44,53,53,50,53,53,53,53,16,53,51,53,53,52,53,53,53,53,34,50,53,53,53,53,3,53,51,53,53,53,53,53,52,53,53,53,53,33,53,50,53,53,53,53,13,51,53,53,53,53,53,53,52,53,53,53,53,42,50,53,53,53,53,15,53,51,53,53,22,52,53,53,53,53,28,50,53,53,53,53,19,53,53,10,53,53,51,53,53,52,53,53,53,53,46,50,53,53
21,53,53,53,53,50,53,53,53,53,7,51,53,53,52,53,53,53,53,31,53,50,53,53,53,53,12,51,53,53,52,53,53,53,53,26,50,53,53,53,53,17,51,53,53,53,53,52,53,53,53,53,47,50,53,53,53,53,2,53,53,51,53,53,53,52,53,53,53,53,45,53,50,53,53,53,53,3,53,51,53,53,52,53,53,53,53,33,50,53,53,53,53,5,51,53,53,53,53,52,53,53,53,53,44,50,53,53,53,53,15,51,53,53,53,53,52,53,53,53,53,43,53,50,53,53,53,53,13,53,51,53,53,53,52,53,28,53,9,28,50,53,53,53,53,16,53,53,53,51,53,53,53,52,36,53,53,53,34,53,50,53,53,53,53,10,53,51,53,53,52,53,53,53,53,46,50,53,53,53,53,11,53,53,53,51,53,53,52,53,53,53,53,32,53,50,53,53,53,53,22
3,53,53,53,53,50,53,53,53,53,21,51,53,53,53,52,53,53,53,53,31,50,53,53,53,53,12,51,53,53,53,52,53,53,53,53,47,50,53,53,53,53,7,51,53,53,53,53,53,53,52,53,53,53,53,44,50,53,53,53,53,2,53,53,51,53,53,29,52,53,53,53,53,26,53,50,53,53,53,53,15,51,53,53,53,53,53,53,53,52,53,53,53,53,45,50,53,53,53,53,5,53,53,51,53,53,53,3,52,53,53,53,53,34,53,50,53,53,53,53,20,53,53,51,53,53,53,52,53,53,53,53,33,50,53,53,53,53,13,51,53,53,53,52,53,53,53,53,43,50,53,53,53,53,17,53,51,53,53,53,52,53,53,53,53,42,53,50,53,53,53,53,16,51,53,53,53,53,52,53,53,53,53,28,50,53,53,53,53,10,51,53,53,52,53,53,53,53,32,53,50
22,53,53,53,53,50,53,53,53,53,21,51,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,7,51,53,53,53,53,53,53,52,50,53,53,53,43,50,53,53,53,53,5,51,53,53,52,53,53,53,53,33,50,53,53,53,53,2,53,51,53,53,53,52,53,53,53,53,26,50,53,53,53,53,12,51,53,53,52,53,53,53,53,45,50,53,53,53,53,15,53,51,53,53,53,52,53,53,53,53,47,50,53,53,53,53,13,51,53,53,53,53,52,53,53,53,53,34,50,53,53,53,53,16,51,53,53,53,53,52,53,53,53,53,44,53,50,53,53,53,53,17,51,53,53,52,53,53,53,53,32,50,53,53,53,53,3,53,51,53,53,52,53,53,53,53,41,50,53,53,53,53,10,51,53,53,52,53,53,53,53,42,53,50,53,53,53,53,19,51,53,53,52,53,53,53,53
21,53,53,53,53,53,50,53,53,53,53,7,51,53,53,53,53,52,53,53,53,53,31,50,53,53,53,53,15,51,53,53,53,52,53,53,53,53,26,50,53,53,53,53,5,51,53,53,53,53,53,52,53,53,53,53,47,50,53,53,53,53,2,51,53,53,53,53,52,53,53,53,53,33,50,53,53,53,53,16,51,53,53,52,53,53,53,53,34,50,53,53,53,53,12,51,53,53,52,53,53,53,53,44,50,53,53,53,53,19,51,53,53,53,53,52,53,53,53,53,43,50,53,53,53,53,17,53,51,53,53,52,53,53,53,53,45,50,53,53,53,53,13,51,53,53,53,52,53,53,53,53,42,50,53,53,53,53,10,51,53,53,52,53,53,53,53,46,50,53,53,53,53,22,53,51,53,53,52,53,53,53,53,32,50,53,53,53,53,3,53,51,53,53,52,53,53,53,50,41,53
