50,52,52,52,52,52,52,52,50,50,50,50,8,52,50,26,51,7,0,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,39,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,43,50,50,50,24,0,0,0,9,0,8,6,0,35,9,2,0,5,52,50,52,52,52,2,0,2,2,4,51,0,0,9,0,0,4,3,2,2,0,9,0,0,4,3,0,0,0,12
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,28,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,7,51,51,51,51,15,51,51,51,51,51,51,51,51,45,51,38,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
52,52,52,52,52,52,52,52,52,52,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,26,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,29,52,52,52,52,52,52,52,52,52,52,52,52,6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,4,52,52,52,52,52,52,35,52,52,52,52,52,52
52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
0,0,51,51,51,52,52,52,25,0,8,0,0,5,0,0,0,0,0,0,0,2,0,9,0,9,3,6,17,3,0,0,7,0,0,0,24,0,8,5,0,3,0,0,0,8,0,0,0,0,0,25,25,29,25,25,25,25,25,25,25,41,25,25,25,25,51,25,29,25,25,25,25,25,46,15,25,25,25,27,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
25,0,24,4,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,4,0,0,0,51,25,25,29,25,28,29,25,25,25,25,25,25,25,25,25,25,36,28,27,25,25,25,25,25,25,25,25,32,25,25,25,25,25,25,25,25,25,36,25,25,25,36,25,25,25,25,25,25,25,29,29,25,28,25,26,25,25,32,25,25,27,25,25,25,25
52,52,44,36,52,52,52,52,52,25,25,0,0,7,0,13,0,0,51,0,0,0,25,25,25,52,52,52,25,25,30,25,25,25,25,25,25,25,25,25,25,37,25,25,31,32,28,11,0,52,52,52,52,52,9,3,0,0,7,0,4,0,8,4,2,0,0,0,0,3,0,0,10,0,0,10,0,0,2,0,0,0,0,4,10,10,2,0,0,0,3,0,2,0,9,0,0,0,0,10,9
0,0,0,5,2,2,9,52,52,52,52,52,52,52,9,52,52,52,52,52,52,0,0,0,0,51,51,0,0,25,9,6,0,0,0,0,2,2,4,0,0,0,0,2,10,27,0,0,0,0,0,51,0,0,0,12,2,2,38,10,0,6,0,0,0,0,6,0,7,3,0,0,0,3,24,12,0,3,0,0,9,0,0,0,2,0,2,8,0,17,0,2,0,9,0,4,9,0,6,21,0
52,52,52,25,9,52,52,52,52,52,52,6,0,0,0,0,0,10,0,0,51,51,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,10,52,52,52,25,30,25,25,25,25,25,27,23,25,51,25,25,25,25,25,25,25,25,25,5,0,0,3,0,9,4,0,3,0,14,0,51,0,2,0,6,0,3,0,25,25,28,41,25,25,25,25,25,25,25,29,25,25,25,25,25
52,52,52,52,30,25,50,50,50,25,25,28,25,25,25,26,25,25,25,25,25,25,25,30,25,32,0,0,0,0,0,25,32,25,25,25,26,47,25,25,25,16,25,25,25,26,27,25,25,32,25,25,25,25,26,25,25,31,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,25,32,2,25,4,25,25,25,25,25,25,25,30,25,25,25,38,30,25,25,25,25,2,51,51,51,25,25
25,25,28,25,25,25,25,25,25,51,25,25,25,25,35,27,26,25,25,25,25,26,25,30,29,25,25,31,25,32,25,25,25,25,25,25,25,25,25,37,30,25,25,25,25,32,25,25,30,25,25,26,30,25,25,31,25,25,25,25,25,25,25,25,25,25,25,25,25,36,32,25,25,25,30,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,30,25,25,25,25,25,25
25,25,25,25,25,25,2,18,2,0,6,0,0,24,12,0,9,0,0,0,13,13,9,2,0,0,3,0,0,4,24,34,32,0,0,2,0,0,0,0,24,24,0,24,0,9,2,0,0,11,0,24,24,24,0,24,3,24,0,24,24,0,24,12,39,24,24,6,0,24,5,24,5,0,0,53,4,0,40,24,0,0,6,24,51,26,25,25,25,25,26,25,19,25,25,25,25,26,25,25,25
